ID,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20006,2010,Kobe Bryant,SG,31,LAL,73,73,2835,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4,9.4,0.16,3.6,-0.1,3.6,4,716,1569,0.456,99,301,0.329,617,1268,0.487,0.488,439,541,0.811,78,313,391,365,113,20,233,187,1970
20007,2010,Chase Budinger,SF,21,HOU,74,4,1488,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,0.3,-1.5,-1.1,0.3,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657
20008,2010,Caron Butler,SF-SG,29,TOT,74,74,2783,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.1,0.4,-0.6,1,450,1051,0.428,42,145,0.29,408,906,0.45,0.448,264,315,0.838,104,357,461,156,116,24,160,193,1206
20009,2010,Caron Butler,SF,29,WAS,47,47,1853,13.5,0.506,0.137,0.304,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22,0.4,1.7,2.1,0.054,-1,0.3,-0.8,0.6,293,694,0.422,25,95,0.263,268,599,0.447,0.44,185,211,0.877,68,248,316,107,68,15,113,126,796
20010,2010,Caron Butler,SG,29,DAL,27,27,930,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.1,0.8,-0.3,0.4,157,357,0.44,17,50,0.34,140,307,0.456,0.464,79,104,0.76,36,109,145,49,48,9,47,67,410
20011,2010,Rasual Butler,SF,30,LAC,82,64,2702,10.7,0.524,0.497,0.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17,1.8,0.9,2.7,0.048,-0.4,-1.1,-1.6,0.3,356,870,0.409,145,432,0.336,211,438,0.482,0.493,122,145,0.841,39,201,240,116,36,68,79,121,979
20012,2010,Andrew Bynum,C,22,LAL,65,65,1977,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,0.2,1.3,1.4,1.7,392,688,0.57,0,1,0,392,687,0.571,0.57,193,261,0.739,177,364,541,68,35,94,115,193,977
20013,2010,Will Bynum,PG,27,DET,63,20,1667,13.8,0.513,0.103,0.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,1.3,0.6,1.9,0.054,-0.6,-2,-2.5,-0.2,237,534,0.444,12,55,0.218,225,479,0.47,0.455,142,178,0.798,24,118,142,283,55,7,115,143,628
20014,2010,Jose Calderon,PG,28,TOR,68,39,1817,16.5,0.569,0.301,0.183,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,4.2,0,4.2,0.111,2.7,-3.4,-0.6,0.6,274,568,0.482,68,171,0.398,206,397,0.519,0.542,83,104,0.798,23,119,142,404,47,7,99,135,699
20015,2010,Marcus Camby,PF-C,35,TOT,74,74,2314,17.9,0.501,0.014,0.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,0.142,-1,5.5,4.5,3.8,238,501,0.475,2,7,0.286,236,494,0.478,0.477,78,122,0.639,249,622,871,186,95,146,91,161,556
20016,2010,Marcus Camby,PF,35,LAC,51,51,1596,18.3,0.497,0.017,0.256,12,32.9,22.4,14.4,2.2,4.6,13.9,13,1.7,2.8,4.6,0.137,-1,5.6,4.6,2.7,166,356,0.466,2,6,0.333,164,350,0.469,0.469,60,91,0.659,166,450,616,151,69,99,64,105,394
20017,2010,Marcus Camby,C,35,POR,23,23,718,17,0.511,0.007,0.214,14.2,29.9,22,7.5,2,5.2,14.5,12.3,0.8,1.5,2.3,0.152,-0.9,5.3,4.5,1.2,72,145,0.497,0,1,0,72,144,0.5,0.497,18,31,0.581,83,172,255,35,26,47,27,56,162
20018,2010,Brian Cardinal,PF,32,MIN,29,0,267,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-2.5,-0.4,-2.9,-0.1,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48
20019,2010,Rodney Carney,SG,25,PHI,68,0,857,12.7,0.515,0.479,0.223,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,0.9,0.6,1.5,0.082,-0.8,-1.9,-2.7,-0.1,113,282,0.401,41,135,0.304,72,147,0.49,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319
20020,2010,DeMarre Carroll,SF,23,MEM,71,1,795,8.5,0.426,0.027,0.239,7.8,14.3,11,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.4,-0.7,-4.1,-0.4,88,222,0.396,0,6,0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209
20021,2010,Matt Carroll,SG,29,DAL,25,0,121,7.1,0.437,0.38,0.12,3.8,7.5,5.7,7.7,2.1,0,11.7,22.7,-0.2,0.1,-0.1,-0.029,-4.1,-2.5,-6.6,-0.1,18,50,0.36,4,19,0.211,14,31,0.452,0.4,6,6,1,4,8,12,6,5,0,7,13,46
20022,2010,Anthony Carter,PG,34,DEN,54,7,859,10.3,0.482,0.348,0.072,2.3,9.6,6,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.051,-2,-0.2,-2.2,0,76,181,0.42,17,63,0.27,59,118,0.5,0.467,11,13,0.846,17,72,89,160,39,13,58,72,180
20023,2010,Vince Carter,SG,33,ORL,75,74,2310,17.1,0.541,0.319,0.301,1.7,12.6,7.3,17.8,1.2,0.6,8.4,25.2,4.4,3,7.4,0.154,1.9,-0.1,1.7,2.2,434,1015,0.428,119,324,0.367,315,691,0.456,0.486,257,306,0.84,33,260,293,236,53,18,106,189,1244
20024,2010,Omri Casspi,SF,21,SAC,77,31,1931,13,0.529,0.302,0.259,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,1.1,1.4,2.5,0.063,-1,-1.1,-2.1,-0.1,300,672,0.446,75,203,0.369,225,469,0.48,0.502,117,174,0.672,75,274,349,95,54,17,98,125,792
20025,2010,Mario Chalmers,PG,23,MIA,73,22,1807,10.7,0.519,0.52,0.242,1.6,7.1,4.4,21,2.7,0.5,19.7,16.3,0.3,2.4,2.7,0.072,-0.7,0.3,-0.4,0.7,182,454,0.401,75,236,0.318,107,218,0.491,0.483,82,110,0.745,25,110,135,246,91,12,123,175,521
20026,2010,Tyson Chandler,C,27,CHA,51,27,1163,12.5,0.643,0,0.826,12,21,16.6,2.2,0.8,3.9,26,14,0.9,2,2.9,0.12,-3.2,1.6,-1.6,0.1,109,190,0.574,0,0,,109,190,0.574,0.574,115,157,0.732,114,206,320,16,17,55,91,138,333
20027,2010,Wilson Chandler,SG,22,NYK,65,64,2320,13.7,0.534,0.174,0.186,4.5,12.7,8.5,9.8,1,1.6,10.4,20.2,1.8,0.9,2.7,0.057,-1,-0.8,-1.8,0.1,412,860,0.479,40,150,0.267,372,710,0.524,0.502,129,160,0.806,93,255,348,138,46,49,108,184,993
20028,2010,Earl Clark,PF,22,PHO,51,0,383,8.5,0.42,0.033,0.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,-0.5,0.2,-0.3,-0.033,-5.8,-1.1,-6.9,-0.5,56,151,0.371,2,5,0.4,54,146,0.37,0.377,26,36,0.722,18,44,62,21,7,13,23,25,140
20029,2010,Jarron Collins,C,31,PHO,34,10,261,3.7,0.405,0,0.806,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,-0.1,0.1,0.1,0.01,-3.9,-0.3,-4.2,-0.1,12,31,0.387,0,0,,12,31,0.387,0.387,10,25,0.4,22,40,62,6,2,3,10,42,34
20030,2010,Jason Collins,C,31,ATL,24,0,115,0.9,0.335,0.043,0.087,5,9.2,7.1,4.8,1.4,1.3,17.3,11.6,-0.2,0.1,-0.1,-0.044,-6.7,0,-6.7,-0.1,8,23,0.348,0,1,0,8,22,0.364,0.348,0,2,0,5,9,14,4,3,2,5,21,16
20031,2010,Mardy Collins,SG,25,LAC,43,0,470,5.7,0.404,0.133,0.164,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,-0.8,0.3,-0.5,-0.049,-5.7,-0.4,-6.2,-0.5,47,128,0.367,4,17,0.235,43,111,0.387,0.383,13,21,0.619,13,37,50,44,23,1,32,45,111
20032,2010,Darren Collison,PG,22,NOH,76,37,2109,16.5,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,1.9,1.1,2.9,0.067,0.2,-1.9,-1.7,0.2,376,789,0.477,46,115,0.4,330,674,0.49,0.506,148,174,0.851,41,151,192,432,78,4,202,92,946
20033,2010,Nick Collison,C,29,OKC,75,5,1557,13.1,0.616,0.013,0.346,11.5,16.7,14.2,3.7,1.2,2.3,15,12.1,2.6,2.2,4.7,0.146,-0.6,1.2,0.6,1,182,309,0.589,1,4,0.25,181,305,0.593,0.591,74,107,0.692,152,232,384,38,37,48,63,230,439
20034,2010,Mike Conley,PG,22,MEM,80,80,2569,13.9,0.526,0.255,0.225,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,2.6,1.3,4,0.074,0.7,-1.4,-0.7,0.8,369,830,0.445,82,212,0.387,287,618,0.464,0.494,139,187,0.743,30,161,191,425,109,12,170,178,959
20035,2010,Will Conroy,PG,27,HOU,5,0,36,-2.4,0.276,0.3,0.2,0,9.9,4.8,28,0,0,26.9,18.3,-0.2,0,-0.1,-0.192,-10.2,-3.8,-14,-0.1,3,10,0.3,0,3,0,3,7,0.429,0.3,0,2,0,0,3,3,7,0,0,4,5,6
20036,2010,Brian Cook,PF,29,HOU,15,0,44,2.4,0.403,0.391,0.304,2.5,21.6,11.7,3.7,0,3.3,18.7,32.2,-0.2,0,-0.2,-0.191,-11.4,-4.4,-15.8,-0.2,7,23,0.304,2,9,0.222,5,14,0.357,0.348,5,7,0.714,1,8,9,1,0,2,6,5,21
20037,2010,Daequan Cook,SG,22,MIA,45,3,691,7.5,0.422,0.498,0.099,1.5,12.3,7,9.8,1.1,1.2,8.3,19.6,-0.7,0.8,0.1,0.01,-3.4,-1.1,-4.5,-0.4,81,253,0.32,40,126,0.317,41,127,0.323,0.399,21,25,0.84,9,73,82,43,14,10,24,50,223
20038,2010,Jamal Crawford,SG,29,ATL,79,0,2460,18.4,0.573,0.386,0.285,1.6,8,4.8,16.1,1.3,0.4,9.9,25.8,5.6,1.7,7.3,0.143,3.5,-2.7,0.8,1.8,496,1105,0.449,163,427,0.382,333,678,0.491,0.523,270,315,0.857,34,167,201,238,61,12,137,132,1425
20039,2010,Dante Cunningham,PF,22,POR,63,2,707,14.3,0.517,0.009,0.224,9.4,18.7,14,3.3,1.9,2.5,6,16.8,0.9,1,1.9,0.129,-2.1,0.2,-1.9,0,106,214,0.495,0,2,0,106,212,0.5,0.495,31,48,0.646,54,106,160,14,24,22,15,97,243
20040,2010,Eddy Curry,C,27,NYK,7,0,62,-1.9,0.456,0,0.81,7.2,16.8,11.9,0,0,1.2,31.3,30.2,-0.4,0,-0.3,-0.258,-15.7,-7.3,-23,-0.3,8,21,0.381,0,0,,8,21,0.381,0.381,10,17,0.588,4,9,13,0,0,1,13,13,26
20041,2010,JamesOn Curry,PG,24,LAC,1,0,0,,,,,,,,,,,,,0,0,0,,-6.7,-0.2,-6.9,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
20042,2010,Stephen Curry,PG,21,GSW,80,77,2896,16.3,0.568,0.332,0.175,1.8,12,6.8,24.6,2.5,0.5,16.5,21.8,3,1.6,4.7,0.077,1.8,-0.7,1,2.2,528,1143,0.462,166,380,0.437,362,763,0.474,0.535,177,200,0.885,48,308,356,472,152,19,243,252,1399
20043,2010,Samuel Dalembert,C,28,PHI,82,80,2124,16.8,0.573,0,0.254,13.1,30.7,21.8,4.7,1,5.6,17.5,15.1,2.3,3,5.2,0.118,-2.3,1.9,-0.4,0.9,285,523,0.545,0,0,,285,523,0.545,0.545,97,133,0.729,239,545,784,64,42,151,123,252,667
20044,2010,Erick Dampier,C,34,DAL,55,47,1280,14,0.637,0.014,0.474,11.6,24.1,17.9,3.5,0.6,4.5,19.2,11.4,1.8,2,3.7,0.14,-1.7,2.4,0.7,0.9,133,213,0.624,1,3,0.333,132,210,0.629,0.627,61,101,0.604,128,272,400,31,15,77,61,153,328
20045,2010,Marquis Daniels,SF,29,BOS,51,4,937,9.6,0.526,0.112,0.225,3.6,8.7,6.2,11.1,1.5,0.5,13.3,15.8,0.2,1,1.3,0.064,-2.5,-0.1,-2.5,-0.1,124,249,0.498,6,28,0.214,118,221,0.534,0.51,34,56,0.607,27,68,95,66,27,6,42,91,288
20046,2010,Baron Davis,PG,30,LAC,75,73,2523,17.4,0.501,0.292,0.287,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,2.5,2.1,4.5,0.086,2,-0.5,1.5,2.3,412,1015,0.406,82,296,0.277,330,719,0.459,0.446,239,291,0.821,52,214,266,598,126,43,211,210,1145
20047,2010,Glen Davis,PF,24,BOS,54,1,933,11.5,0.5,0.014,0.495,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,0.5,1.2,1.6,0.084,-2.5,-0.5,-3,-0.2,122,279,0.437,0,4,0,122,275,0.444,0.437,96,138,0.696,101,104,205,35,21,14,53,132,340
20048,2010,Paul Davis,PF,25,WAS,2,0,8,33.3,0.512,0,0.5,0,0,0,73.8,0,9.5,0,27.6,0,0,0,0.295,4.5,-9.2,-4.7,0,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,0,0,0,3,0,1,0,0,5
20049,2010,Ricky Davis,SF,30,LAC,36,2,499,8.5,0.504,0.294,0.217,2.3,11,6.6,12.3,1.1,0.4,15.6,16.8,-0.1,0.2,0.1,0.005,-3.4,-1.8,-5.1,-0.4,62,143,0.434,16,42,0.381,46,101,0.455,0.49,18,31,0.581,10,47,57,39,11,3,29,39,158
20050,2010,Austin Daye,SF,21,DET,69,4,915,12.8,0.546,0.322,0.19,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,0.6,0.7,1.3,0.067,-1.9,-0.8,-2.7,-0.2,137,295,0.464,29,95,0.305,108,200,0.54,0.514,46,56,0.821,34,140,174,34,25,26,48,114,349
20051,2010,Carlos Delfino,SF,27,MIL,75,66,2279,12.9,0.526,0.499,0.163,2.4,18,9.8,14,1.8,0.7,13.2,18,1.1,3.7,4.8,0.101,-0.1,1.8,1.6,2.1,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825
20052,2010,Luol Deng,SF,24,CHI,70,69,2651,16.1,0.531,0.082,0.325,5.6,15.8,10.7,9.1,1.3,1.8,10.4,21.9,2.5,3.4,5.9,0.106,-0.6,0.7,0.2,1.4,473,1014,0.466,32,83,0.386,441,931,0.474,0.482,252,330,0.764,131,381,512,143,66,61,134,129,1230
20053,2010,DeMar DeRozan,SG,20,TOR,77,65,1664,12.5,0.554,0.031,0.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,2,0.3,2.3,0.066,-0.9,-1.9,-2.8,-0.3,255,512,0.498,4,16,0.25,251,496,0.506,0.502,148,194,0.763,66,157,223,53,43,18,62,176,662
20054,2010,Boris Diaw,PF,27,CHA,82,82,2906,12.8,0.552,0.266,0.19,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,2.4,3.8,6.2,0.103,0.3,1.6,1.9,2.9,373,773,0.483,66,206,0.32,307,567,0.541,0.525,113,147,0.769,131,293,424,325,60,57,178,219,925
20055,2010,Yakhouba Diawara,SG,27,MIA,6,2,44,-3.7,0.25,0.6,0,2.7,8,5.3,9.7,1.2,0,23.1,13.9,-0.2,0,-0.1,-0.124,-8,-0.9,-8.9,-0.1,2,10,0.2,1,6,0.167,1,4,0.25,0.25,0,0,,1,3,4,3,1,0,3,8,5
20056,2010,Travis Diener,PG,27,TOT,9,0,51,7.6,0.255,0.7,0.4,0,6.8,3.4,21.8,4,0,0,10.5,0,0.1,0,0.019,-3.6,-0.3,-3.9,0,2,10,0.2,1,7,0.143,1,3,0.333,0.25,1,4,0.25,0,3,3,8,4,0,0,2,6
20057,2010,Travis Diener,PG,27,IND,4,0,25,7.9,0.218,0.833,0.333,0,8.8,4.4,22,5.9,0,0,12.1,0,0,0,-0.005,-3.6,1.5,-2.1,0,1,6,0.167,1,5,0.2,0,1,0,0.25,0,2,0,0,2,2,4,3,0,0,1,3
20058,2010,Travis Diener,PG,27,POR,5,0,26,7.3,0.307,0.5,0.5,0,4.8,2.4,21.7,2.1,0,0,8.9,0,0,0,0.043,-3.5,-2.1,-5.6,0,1,4,0.25,0,2,0,1,2,0.5,0.25,1,2,0.5,0,1,1,4,1,0,0,1,3
20059,2010,DeSagana Diop,C,28,CHA,27,0,262,7.8,0.485,0,0.31,11.2,18.5,15,2.9,1,4.4,26.7,8,-0.1,0.5,0.4,0.072,-5,3,-2,0,15,29,0.517,0,0,,15,29,0.517,0.517,2,9,0.222,24,41,65,5,5,14,12,31,32
20060,2010,Keyon Dooling,PG,29,NJN,53,8,971,11.6,0.519,0.485,0.188,0.9,5.7,3.2,24,1.8,0,14.4,19.4,0.4,0.3,0.7,0.035,-0.4,-3.8,-4.2,-0.5,129,324,0.398,59,157,0.376,70,167,0.419,0.489,47,61,0.77,8,46,54,135,34,0,59,82,364
20061,2010,Joey Dorsey,PF,26,TOT,15,0,106,9.8,0.455,0,0.6,16.8,29.9,23.2,2.8,1.4,1.4,19.2,13.1,0,0.1,0.1,0.062,-5.7,-1.7,-7.4,-0.1,9,20,0.45,0,0,,9,20,0.45,0.45,5,12,0.417,16,27,43,2,3,2,6,21,23
20062,2010,Joey Dorsey,PF,26,HOU,7,0,54,11.5,0.463,0,0.182,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13,0,0.1,0.1,0.088,-3.6,0.9,-2.7,0,5,11,0.455,0,0,,5,11,0.455,0.455,1,2,0.5,11,14,25,2,2,1,4,12,11
20063,2010,Joey Dorsey,PF,26,SAC,8,0,52,7.9,0.448,0,1.111,10.9,29,19.8,0,1,1.4,13,13.1,0,0.1,0,0.035,-7.8,-4.4,-12.2,-0.1,4,9,0.444,0,0,,4,9,0.444,0.444,4,10,0.4,5,13,18,0,1,1,2,9,12
20064,2010,Toney Douglas,PG,23,NYK,56,12,1087,14.9,0.571,0.448,0.174,4.1,7.2,5.6,16.6,2,0.2,11.6,19.8,1.8,0.4,2.2,0.097,1.7,-2.4,-0.8,0.3,179,391,0.458,68,175,0.389,111,216,0.514,0.545,55,68,0.809,40,68,108,112,42,3,55,116,481
20065,2010,Chris Douglas-Roberts,SF,23,NJN,67,38,1730,11.5,0.512,0.094,0.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,-0.2,0.9,0.7,0.02,-2.9,-1.1,-4,-0.9,255,573,0.445,14,54,0.259,241,519,0.464,0.457,133,157,0.847,45,153,198,93,55,19,97,101,657
20066,2010,Goran Dragic,PG,23,PHO,80,2,1442,14.8,0.566,0.383,0.324,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,2,0.8,2.8,0.094,1.6,-1.2,0.4,0.9,222,491,0.452,74,188,0.394,148,303,0.488,0.527,117,159,0.736,38,133,171,241,48,8,126,131,635
20067,2010,Jared Dudley,SF,24,PHO,82,1,1991,13.6,0.612,0.535,0.282,5.9,9.8,8,7.9,2,0.6,11,13.7,4,1.3,5.3,0.129,3.3,0.4,3.7,2.9,225,490,0.459,120,262,0.458,105,228,0.461,0.582,104,138,0.754,99,182,281,115,81,16,68,162,674
20068,2010,Chris Duhon,PG,27,NYK,67,59,2072,10.7,0.501,0.572,0.211,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,1.5,0.5,1.9,0.045,-0.9,-2,-2.9,-0.5,168,451,0.373,90,258,0.349,78,193,0.404,0.472,68,95,0.716,28,150,178,378,59,3,110,83,494
20069,2010,Tim Duncan,C,33,SAS,78,77,2438,24.7,0.56,0.01,0.346,10.8,26.8,18.9,17.8,1,3.5,10.1,26,6.4,4.5,10.9,0.215,2.4,3.2,5.6,4.7,561,1082,0.518,2,11,0.182,559,1071,0.522,0.519,271,374,0.725,221,567,788,246,45,117,140,152,1395
20070,2010,Mike Dunleavy,SF,29,IND,67,15,1486,13.1,0.531,0.423,0.283,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,0.8,1.5,2.3,0.075,-0.9,-1,-1.9,0,229,558,0.41,75,236,0.318,154,322,0.478,0.478,133,158,0.842,25,211,236,103,38,15,72,105,666
20071,2010,Kevin Durant,SF,21,OKC,82,82,3239,26.2,0.607,0.21,0.504,3.8,17.9,11,13.5,1.8,1.9,11.7,32,11.1,5,16.1,0.238,4.9,0.2,5.1,5.8,794,1668,0.476,128,351,0.365,666,1317,0.506,0.514,756,840,0.9,105,518,623,231,112,84,271,171,2472
20072,2010,Wayne Ellington,SG,22,MIN,76,1,1384,9.6,0.527,0.362,0.156,2.6,10.4,6.4,8.3,0.7,0.3,13.4,17.4,0.3,0.1,0.4,0.014,-2.1,-2.6,-4.8,-1,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505
20073,2010,Monta Ellis,SG,24,GSW,64,64,2647,16.7,0.517,0.162,0.276,1.9,9,5.4,21.2,2.6,0.7,13.4,29.5,0,1.3,1.3,0.023,-0.1,-1.4,-1.5,0.3,631,1406,0.449,77,228,0.338,554,1178,0.47,0.476,292,388,0.753,47,210,257,340,143,25,244,189,1631
20074,2010,Francisco Elson,C,33,TOT,12,0,66,5.5,0.349,0,0.333,10,14.5,12.1,4.3,0.8,0,5.5,12.5,0,0.1,0,0.022,-6,-0.8,-6.8,-0.1,5,15,0.333,0,0,,5,15,0.333,0.333,2,5,0.4,6,8,14,2,1,0,1,7,12
20075,2010,Francisco Elson,C,33,MIL,11,0,62,5.4,0.36,0,0.154,8.7,15.4,11.9,4.6,0.8,0,6.7,10.9,0,0.1,0.1,0.044,-5.8,0.1,-5.8,-0.1,4,13,0.308,0,0,,4,13,0.308,0.308,2,2,1,5,8,13,2,1,0,1,7,10
20076,2010,Francisco Elson,C,33,PHI,1,0,4,6.3,0.301,0,1.5,29,0,14.7,0,0,0,0,37.8,0,0,0,-0.326,-9,-14.5,-23.5,0,1,2,0.5,0,0,,1,2,0.5,0.5,0,3,0,1,0,1,0,0,0,0,0,2
20077,2010,Maurice Evans,SF,31,ATL,79,5,1317,12.2,0.539,0.43,0.155,5.2,8.5,6.8,5.5,1.4,1,4.5,15.4,2.1,1.1,3.1,0.114,0.7,-1.4,-0.7,0.4,175,393,0.445,57,169,0.337,118,224,0.527,0.518,46,61,0.754,59,95,154,48,34,17,20,125,453
20078,2010,Reggie Evans,PF,29,TOR,28,1,311,11.4,0.498,0,0.87,11.7,27.7,19.9,3.7,2.3,1,18.7,17.2,-0.1,0.3,0.2,0.033,-4.1,-0.8,-4.9,-0.2,34,69,0.493,0,0,,34,69,0.493,0.493,27,60,0.45,30,75,105,8,14,4,22,44,95
20079,2010,Tyreke Evans,SG,20,SAC,72,72,2677,18.2,0.529,0.121,0.399,2.8,13.6,8.1,26.1,2.1,0.7,13.6,26.2,3.3,2.1,5.4,0.097,1.6,0,1.6,2.5,533,1165,0.458,36,141,0.255,497,1024,0.485,0.473,348,465,0.748,66,314,380,414,109,26,216,204,1450
20080,2010,Jordan Farmar,PG,23,LAL,82,0,1474,12.3,0.535,0.445,0.165,1.1,8.8,5,13.4,1.8,0.6,11.5,19,1,1.8,2.8,0.093,-0.5,-1,-1.4,0.2,224,515,0.435,86,229,0.376,138,286,0.483,0.518,57,85,0.671,14,117,131,127,52,11,72,109,591
20081,2010,Raymond Felton,PG,25,CHA,80,80,2643,15.2,0.525,0.184,0.204,2.5,10.5,6.6,29.5,2.5,0.7,15.4,19.2,2.5,4,6.5,0.118,0.5,1.1,1.6,2.4,388,846,0.459,60,156,0.385,328,690,0.475,0.494,132,173,0.763,53,235,288,446,123,22,168,172,968
20082,2010,Rudy Fernandez,SG,24,POR,62,2,1441,13.1,0.54,0.629,0.232,3,11.2,7,13.8,2.4,0.6,13.4,17.7,1.4,1.6,3,0.101,1.5,0.3,1.8,1.4,160,423,0.378,98,266,0.368,62,157,0.395,0.494,85,98,0.867,35,129,164,127,62,11,72,87,503
20083,2010,Kyrylo Fesenko,C,23,UTA,49,5,408,9.7,0.533,0.011,0.6,9.8,16.1,13.1,5.3,0.8,3.7,16.7,15.8,0.1,0.5,0.6,0.07,-3.6,0.6,-2.9,-0.1,52,95,0.547,0,1,0,52,94,0.553,0.547,24,57,0.421,33,57,90,15,6,19,24,78,128
20084,2010,Michael Finley,SF,36,TOT,46,7,709,9,0.53,0.446,0.082,1,10.7,6,9.2,0.7,0.6,9.9,13.8,0.3,0.7,1,0.066,-1.9,-0.7,-2.6,-0.1,81,184,0.44,32,82,0.39,49,102,0.48,0.527,8,15,0.533,6,65,71,43,10,6,21,33,202
20085,2010,Michael Finley,SF,36,SAS,25,6,395,6.5,0.461,0.423,0.093,1.5,9.6,5.6,6.8,0.8,0.7,11.4,13.2,-0.2,0.4,0.2,0.026,-3.4,-0.2,-3.7,-0.2,37,97,0.381,13,41,0.317,24,56,0.429,0.448,6,9,0.667,5,33,38,19,6,4,13,12,93
20086,2010,Michael Finley,SF,36,BOS,21,1,314,12.1,0.608,0.471,0.069,0.4,12.2,6.4,12.2,0.7,0.5,8.2,14.6,0.4,0.3,0.8,0.115,0,-1.3,-1.3,0.1,44,87,0.506,19,41,0.463,25,46,0.543,0.615,2,6,0.333,1,32,33,24,4,2,8,21,109
20087,2010,Derek Fisher,PG,35,LAL,82,82,2227,9.3,0.499,0.401,0.237,1.3,7.2,4.3,12.9,2.1,0.3,11.2,14,1.2,2.7,3.9,0.085,-1.2,0.4,-0.8,0.7,212,558,0.38,78,224,0.348,134,334,0.401,0.45,113,132,0.856,25,145,170,201,90,9,78,202,615
20088,2010,Jonny Flynn,PG,20,MIN,81,81,2339,13,0.511,0.226,0.284,1.1,8.1,4.6,24.7,1.8,0.1,17.9,24.2,-0.6,0.7,0.1,0.002,-1.2,-2.5,-3.6,-1,397,952,0.417,77,215,0.358,320,737,0.434,0.457,223,270,0.826,24,167,191,356,82,2,233,98,1094
20089,2010,T.J. Ford,PG,26,IND,47,32,1189,13.4,0.507,0.12,0.323,3.7,10,6.8,24.8,1.8,0.7,15.9,21,0.3,1.1,1.4,0.058,-1.5,-0.3,-1.8,0.1,186,418,0.445,8,50,0.16,178,368,0.484,0.455,104,135,0.77,41,108,149,180,44,11,90,102,484
20090,2010,Jeff Foster,C,33,IND,16,3,255,9.6,0.49,0.022,0.196,14.4,20.3,17.3,12.1,0.6,1.1,21.9,11.1,0.2,0.3,0.4,0.085,-2.6,1.3,-1.3,0,22,46,0.478,0,1,0,22,45,0.489,0.478,5,9,0.556,34,47,81,21,3,4,14,45,49
